,Customer ID,Purchase Date,Drone Model,Price,Payment Method,Warranty,Usage Frequency,Purpose of Use,Customer Satisfaction,Customer Feedback,Age,Obstacle Avoidance,cluster_no
2074,CUST2075,2023-08-27,Autel EVO Lite+,2310.22,PayPal,0,2,Aerial Photography,3,I couldn't be happier with the Autel EVO Lite+. It's satisfying and exceptional for Aerial Photography.,167,0,2
2075,CUST2076,2023-03-27,Autel EVO Lite+,1340.69,Credit Card,2,2,Recreation,5,I'm truly impressed with the Autel EVO Lite+. It's impressive and perfect for Recreation.,320,0,5
2076,CUST2077,2023-04-20,Autel EVO 2 Pro,1976.03,Credit Card,2,1,Aerial Photography,4,The Autel EVO 2 Pro is satisfying and exceeded my expectations. It's terrific for Aerial Photography.,296,0,5
2077,CUST2078,2022-10-27,DJI Mini 2,736.65,Debit Card,1,1,Professional Use,4,I couldn't be happier with the DJI Mini 2. It's excellent and perfect for Professional Use.,471,1,4
2078,CUST2079,2023-03-19,DJI Air 2S,2116.47,Debit Card,1,0,Aerial Photography,4,"For the price of 2116.47, the DJI Air 2S offers reliable performance. It's fantastic for Aerial Photography.",328,0,3
2079,CUST2080,2022-10-28,Parrot Anafi USA,1199.78,Credit Card,1,1,Recreation,3,I'm truly impressed with the Parrot Anafi USA. It's satisfying and terrific for Recreation.,470,1,4
2080,CUST2081,2023-03-08,Parrot Anafi USA,1213.28,PayPal,2,0,Professional Use,4,The Parrot Anafi USA is outstanding and exceeded my expectations. It's fantastic for Professional Use.,339,1,3
2081,CUST2082,2023-04-03,DJI Air 2S,936.32,Debit Card,2,1,Professional Use,4,"For the price of 936.32, the DJI Air 2S offers excellent performance. It's exceptional for Professional Use.",313,0,5
2082,CUST2083,2023-06-16,DJI Air 2S,2368.44,Debit Card,2,1,Professional Use,1,I'm truly impressed with the DJI Air 2S. It's reliable and amazing for Professional Use.,239,0,5
2083,CUST2084,2023-06-09,DJI Mini 2,2021.4,Credit Card,0,1,Professional Use,4,"For the price of 2021.4, the DJI Mini 2 offers outstanding performance. It's exceptional for Professional Use.",246,1,1
2084,CUST2085,2023-07-23,Autel EVO 2 Pro,575.67,Cash,0,1,Professional Use,4,"For the price of 575.67, the Autel EVO 2 Pro offers outstanding performance. It's exceptional for Professional Use.",202,0,1
2085,CUST2086,2023-01-14,DJI Air 2S,2146.92,PayPal,2,1,Recreation,5,"For the price of 2146.92, the DJI Air 2S offers satisfying performance. It's perfect for Recreation.",392,0,5
2086,CUST2087,2023-08-08,DJI Mini 2,1944.21,PayPal,1,1,Professional Use,5,"For the price of 1944.21, the DJI Mini 2 offers impressive performance. It's fantastic for Professional Use.",186,1,4
2087,CUST2088,2022-12-31,Autel EVO Lite+,2141.55,Debit Card,2,1,Professional Use,4,"For the price of 2141.55, the Autel EVO Lite+ offers impressive performance. It's fantastic for Professional Use.",406,0,5
2088,CUST2089,2023-03-04,Autel EVO Lite+,704.87,PayPal,0,0,Recreation,4,"For the price of 704.87, the Autel EVO Lite+ offers excellent performance. It's exceptional for Recreation.",343,0,1
2089,CUST2090,2023-03-05,Skydio X2,2425.04,PayPal,0,0,Aerial Photography,4,"For the price of 2425.04, the Skydio X2 offers excellent performance. It's fantastic for Aerial Photography.",342,0,1
2090,CUST2091,2023-05-27,Autel EVO Nano+,805.39,PayPal,1,2,Professional Use,5,The Autel EVO Nano+ is outstanding and exceeded my expectations. It's terrific for Professional Use.,259,0,2
2091,CUST2092,2023-02-28,DJI Mini 2,2249.6,Credit Card,2,0,Recreation,4,"For the price of 2249.6, the DJI Mini 2 offers excellent performance. It's amazing for Recreation.",347,1,3
2092,CUST2093,2022-10-16,Autel EVO 2 Pro,1924.95,PayPal,0,2,Professional Use,3,I couldn't be happier with the Autel EVO 2 Pro. It's reliable and exceptional for Professional Use.,482,0,2
2093,CUST2094,2023-01-06,Autel EVO 2 Pro,426.83,Debit Card,1,1,Aerial Photography,4,"For the price of 426.83, the Autel EVO 2 Pro offers impressive performance. It's terrific for Aerial Photography.",400,0,4
2094,CUST2095,2023-03-03,Autel EVO Lite+,1468.17,PayPal,2,2,Recreation,5,"For the price of 1468.17, the Autel EVO Lite+ offers satisfying performance. It's fantastic for Recreation.",344,0,5
2095,CUST2096,2022-11-17,Autel EVO 2 Pro,2082.85,Cash,2,0,Aerial Photography,5,I'm truly impressed with the Autel EVO 2 Pro. It's satisfying and perfect for Aerial Photography.,450,0,3
2096,CUST2097,2023-07-03,DJI Mavic Air 2,926.97,Cash,1,0,Recreation,4,I couldn't be happier with the DJI Mavic Air 2. It's impressive and terrific for Recreation.,222,0,3
2097,CUST2098,2023-05-25,Parrot Anafi USA,322.93,Credit Card,0,2,Recreation,4,I couldn't be happier with the Parrot Anafi USA. It's outstanding and perfect for Recreation.,261,1,2
2098,CUST2099,2023-02-13,DJI Air 2S,1398.19,Credit Card,0,1,Aerial Photography,5,"For the price of 1398.19, the DJI Air 2S offers reliable performance. It's perfect for Aerial Photography.",362,0,1
2099,CUST2100,2023-07-27,Yuneec Typhoon H,826.08,Cash,1,1,Aerial Photography,1,"For the price of 826.08, the Yuneec Typhoon H offers reliable performance. It's amazing for Aerial Photography.",198,0,4
2100,CUST2101,2022-11-17,Autel EVO Lite+,522.96,Debit Card,0,2,Professional Use,5,"For the price of 522.96, the Autel EVO Lite+ offers reliable performance. It's perfect for Professional Use.",450,0,2
2101,CUST2102,2023-07-18,Skydio 2,2277.96,Credit Card,1,0,Aerial Photography,4,The Skydio 2 is reliable and exceeded my expectations. It's perfect for Aerial Photography.,207,1,3
2102,CUST2103,2023-06-26,DJI Mini 2,1771.44,PayPal,0,1,Recreation,3,"For the price of 1771.44, the DJI Mini 2 offers excellent performance. It's terrific for Recreation.",229,1,1
2103,CUST2104,2022-12-15,DJI Mini 2,1619.48,PayPal,0,2,Professional Use,5,"For the price of 1619.48, the DJI Mini 2 offers reliable performance. It's perfect for Professional Use.",422,1,2
2104,CUST2105,2022-11-14,Autel EVO Lite+,1115.09,Cash,0,0,Recreation,5,I'm truly impressed with the Autel EVO Lite+. It's outstanding and perfect for Recreation.,453,0,1
2105,CUST2106,2022-11-14,Skydio X2,1365.63,Debit Card,0,2,Recreation,5,I couldn't be happier with the Skydio X2. It's outstanding and perfect for Recreation.,453,0,2
2106,CUST2107,2023-04-29,DJI Air 2S,1957.54,Debit Card,2,0,Recreation,5,"For the price of 1957.54, the DJI Air 2S offers impressive performance. It's fantastic for Recreation.",287,0,3
2107,CUST2108,2022-10-18,DJI Mini 2,1387.65,Credit Card,1,1,Professional Use,4,"For the price of 1387.65, the DJI Mini 2 offers satisfying performance. It's exceptional for Professional Use.",480,1,4
2108,CUST2109,2023-06-22,Autel EVO Nano+,782.53,Debit Card,1,0,Professional Use,5,The Autel EVO Nano+ is impressive and exceeded my expectations. It's terrific for Professional Use.,233,0,3
2109,CUST2110,2023-05-14,Autel EVO Nano+,591.06,Cash,0,0,Aerial Photography,4,I'm truly impressed with the Autel EVO Nano+. It's satisfying and terrific for Aerial Photography.,272,0,1
2110,CUST2111,2022-11-05,Skydio 2,1469.42,Credit Card,0,0,Professional Use,2,I'm truly impressed with the Skydio 2. It's reliable and amazing for Professional Use.,462,1,1
2111,CUST2112,2023-07-19,Skydio 2,572.72,Cash,2,0,Professional Use,1,I couldn't be happier with the Skydio 2. It's reliable and amazing for Professional Use.,206,1,3
2112,CUST2113,2022-12-26,Skydio X2,1901.56,Debit Card,2,2,Aerial Photography,3,I couldn't be happier with the Skydio X2. It's excellent and exceptional for Aerial Photography.,411,0,5
2113,CUST2114,2023-02-01,Autel EVO 2 Pro,1088.97,Credit Card,1,2,Recreation,3,The Autel EVO 2 Pro is excellent and exceeded my expectations. It's terrific for Recreation.,374,0,2
2114,CUST2115,2022-12-10,Autel EVO 2 Pro,544.66,Cash,0,1,Professional Use,4,The Autel EVO 2 Pro is excellent and exceeded my expectations. It's fantastic for Professional Use.,427,0,1
2115,CUST2116,2023-02-12,Skydio X2,1493.27,Debit Card,0,0,Recreation,4,"For the price of 1493.27, the Skydio X2 offers reliable performance. It's exceptional for Recreation.",363,0,1
2116,CUST2117,2023-07-28,Parrot Anafi USA,2352.28,PayPal,0,2,Recreation,4,"For the price of 2352.28, the Parrot Anafi USA offers satisfying performance. It's fantastic for Recreation.",197,1,2
2117,CUST2118,2022-11-20,Autel EVO Nano+,951.53,Debit Card,0,2,Professional Use,3,I'm truly impressed with the Autel EVO Nano+. It's excellent and terrific for Professional Use.,447,0,2
2118,CUST2119,2023-01-26,Autel EVO Nano+,2192.28,PayPal,0,2,Professional Use,4,I couldn't be happier with the Autel EVO Nano+. It's excellent and amazing for Professional Use.,380,0,2
2119,CUST2120,2023-01-06,Skydio 2,841.61,Debit Card,0,0,Recreation,4,"For the price of 841.61, the Skydio 2 offers satisfying performance. It's fantastic for Recreation.",400,1,1
2120,CUST2121,2023-07-25,Skydio 2,687.31,Debit Card,2,2,Recreation,4,"For the price of 687.31, the Skydio 2 offers excellent performance. It's terrific for Recreation.",200,1,5
2121,CUST2122,2023-04-27,Yuneec Typhoon H,2390.87,PayPal,0,0,Aerial Photography,5,"For the price of 2390.87, the Yuneec Typhoon H offers excellent performance. It's perfect for Aerial Photography.",289,0,1
2122,CUST2123,2022-11-18,Autel EVO Nano+,2008.32,Credit Card,2,2,Aerial Photography,3,"For the price of 2008.32, the Autel EVO Nano+ offers reliable performance. It's exceptional for Aerial Photography.",449,0,5
2123,CUST2124,2022-12-29,Autel EVO Nano+,343.78,Debit Card,0,0,Aerial Photography,4,The Autel EVO Nano+ is reliable and exceeded my expectations. It's exceptional for Aerial Photography.,408,0,1
2124,CUST2125,2023-02-26,Skydio X2,1067.55,Cash,2,2,Recreation,4,"For the price of 1067.55, the Skydio X2 offers impressive performance. It's amazing for Recreation.",349,0,5
2125,CUST2126,2022-11-16,Skydio X2,1756.02,Credit Card,0,0,Professional Use,1,"For the price of 1756.02, the Skydio X2 offers reliable performance. It's amazing for Professional Use.",451,0,1
2126,CUST2127,2023-03-13,Skydio X2,1982.85,PayPal,1,1,Professional Use,4,"For the price of 1982.85, the Skydio X2 offers satisfying performance. It's amazing for Professional Use.",334,0,4
2127,CUST2128,2022-11-17,Skydio 2,1043.77,PayPal,0,0,Aerial Photography,4,I couldn't be happier with the Skydio 2. It's excellent and perfect for Aerial Photography.,450,1,1
2128,CUST2129,2023-04-06,Autel EVO Lite+,937.41,Credit Card,2,0,Aerial Photography,4,I'm truly impressed with the Autel EVO Lite+. It's satisfying and perfect for Aerial Photography.,310,0,3
2129,CUST2130,2022-12-10,Skydio X2,1814.08,Cash,2,1,Professional Use,5,I'm truly impressed with the Skydio X2. It's impressive and amazing for Professional Use.,427,0,5
2130,CUST2131,2023-03-15,Yuneec Typhoon H,1669.16,Cash,1,0,Professional Use,4,The Yuneec Typhoon H is reliable and exceeded my expectations. It's fantastic for Professional Use.,332,0,3
2131,CUST2132,2022-10-28,Parrot Anafi USA,2168.91,Debit Card,1,0,Aerial Photography,3,"For the price of 2168.91, the Parrot Anafi USA offers excellent performance. It's exceptional for Aerial Photography.",470,1,3
2132,CUST2133,2023-05-08,Parrot Anafi USA,512.24,PayPal,0,2,Professional Use,4,I'm truly impressed with the Parrot Anafi USA. It's reliable and exceptional for Professional Use.,278,1,2
2133,CUST2134,2023-04-24,Skydio X2,1112.17,Cash,2,1,Recreation,3,"For the price of 1112.17, the Skydio X2 offers excellent performance. It's exceptional for Recreation.",292,0,5
2134,CUST2135,2023-05-08,Parrot Anafi USA,488.69,Debit Card,2,0,Recreation,4,"For the price of 488.69, the Parrot Anafi USA offers outstanding performance. It's terrific for Recreation.",278,1,3
2135,CUST2136,2023-07-20,Autel EVO Nano+,484.43,Credit Card,0,0,Professional Use,4,"For the price of 484.43, the Autel EVO Nano+ offers reliable performance. It's perfect for Professional Use.",205,0,1
2136,CUST2137,2023-06-27,Autel EVO Nano+,1893.58,Debit Card,1,0,Recreation,4,"For the price of 1893.58, the Autel EVO Nano+ offers satisfying performance. It's terrific for Recreation.",228,0,3
2137,CUST2138,2023-08-27,DJI Air 2S,2064.01,Credit Card,2,0,Professional Use,3,I'm truly impressed with the DJI Air 2S. It's reliable and exceptional for Professional Use.,167,0,3
2138,CUST2139,2023-03-21,Autel EVO Lite+,2116.17,PayPal,0,0,Recreation,4,"For the price of 2116.17, the Autel EVO Lite+ offers reliable performance. It's terrific for Recreation.",326,0,1
2139,CUST2140,2023-03-02,Skydio X2,941.24,PayPal,0,0,Professional Use,5,I'm truly impressed with the Skydio X2. It's outstanding and amazing for Professional Use.,345,0,1
2140,CUST2141,2023-03-12,Parrot Anafi USA,835.77,Cash,0,0,Recreation,4,I'm truly impressed with the Parrot Anafi USA. It's reliable and terrific for Recreation.,335,1,1
2141,CUST2142,2022-12-19,Autel EVO Lite+,924.54,Credit Card,2,1,Recreation,4,I'm truly impressed with the Autel EVO Lite+. It's outstanding and amazing for Recreation.,418,0,5
2142,CUST2143,2023-03-08,Parrot Anafi USA,1973.07,Cash,0,0,Aerial Photography,4,I'm truly impressed with the Parrot Anafi USA. It's impressive and exceptional for Aerial Photography.,339,1,1
2143,CUST2144,2023-08-06,DJI Mini 2,932.41,PayPal,0,0,Professional Use,3,"For the price of 932.41, the DJI Mini 2 offers reliable performance. It's exceptional for Professional Use.",188,1,1
2144,CUST2145,2023-03-05,Autel EVO 2 Pro,1812.91,Debit Card,2,0,Recreation,3,"For the price of 1812.91, the Autel EVO 2 Pro offers satisfying performance. It's exceptional for Recreation.",342,0,3
2145,CUST2146,2023-08-30,Parrot Anafi USA,1817.91,Debit Card,2,0,Professional Use,5,I couldn't be happier with the Parrot Anafi USA. It's impressive and perfect for Professional Use.,164,1,3
2146,CUST2147,2022-10-23,Skydio X2,388.45,PayPal,0,0,Professional Use,4,The Skydio X2 is excellent and exceeded my expectations. It's terrific for Professional Use.,475,0,1
2147,CUST2148,2023-02-12,Autel EVO Nano+,711.47,PayPal,1,0,Professional Use,5,I couldn't be happier with the Autel EVO Nano+. It's outstanding and terrific for Professional Use.,363,0,3
2148,CUST2149,2023-06-09,DJI Mavic Air 2,1395.68,PayPal,0,0,Professional Use,4,"For the price of 1395.68, the DJI Mavic Air 2 offers outstanding performance. It's perfect for Professional Use.",246,0,1
2149,CUST2150,2022-10-24,Autel EVO Nano+,961.05,Debit Card,2,2,Aerial Photography,5,"For the price of 961.05, the Autel EVO Nano+ offers excellent performance. It's perfect for Aerial Photography.",474,0,5
2150,CUST2151,2023-07-30,Autel EVO Nano+,960.4,Debit Card,1,0,Aerial Photography,3,I'm truly impressed with the Autel EVO Nano+. It's excellent and terrific for Aerial Photography.,195,0,3
2151,CUST2152,2023-02-03,Parrot Anafi USA,1697.33,Debit Card,2,0,Aerial Photography,5,I'm truly impressed with the Parrot Anafi USA. It's outstanding and exceptional for Aerial Photography.,372,1,3
2152,CUST2153,2023-04-17,Yuneec Typhoon H,1432.56,PayPal,0,0,Professional Use,4,"For the price of 1432.56, the Yuneec Typhoon H offers reliable performance. It's perfect for Professional Use.",299,0,1
2153,CUST2154,2023-05-04,Autel EVO Lite+,1922.0,PayPal,2,1,Recreation,4,"For the price of 1922.0, the Autel EVO Lite+ offers excellent performance. It's exceptional for Recreation.",282,0,5
2154,CUST2155,2023-09-01,DJI Mavic Air 2,2234.76,Cash,2,0,Recreation,4,"For the price of 2234.76, the DJI Mavic Air 2 offers impressive performance. It's perfect for Recreation.",162,0,3
2155,CUST2156,2023-04-08,DJI Air 2S,1048.09,PayPal,0,2,Professional Use,5,I couldn't be happier with the DJI Air 2S. It's impressive and perfect for Professional Use.,308,0,2
2156,CUST2157,2023-05-26,DJI Mavic Air 2,658.78,Credit Card,0,2,Professional Use,4,The DJI Mavic Air 2 is satisfying and exceeded my expectations. It's terrific for Professional Use.,260,0,2
2157,CUST2158,2023-06-05,Autel EVO Lite+,920.3,Debit Card,0,2,Professional Use,3,"For the price of 920.3, the Autel EVO Lite+ offers excellent performance. It's amazing for Professional Use.",250,0,2
2158,CUST2159,2023-05-31,Autel EVO 2 Pro,1988.97,Credit Card,2,0,Professional Use,3,The Autel EVO 2 Pro is satisfying and exceeded my expectations. It's amazing for Professional Use.,255,0,3
2159,CUST2160,2023-06-01,Autel EVO 2 Pro,729.33,Credit Card,1,2,Recreation,3,I couldn't be happier with the Autel EVO 2 Pro. It's reliable and exceptional for Recreation.,254,0,2
2160,CUST2161,2022-10-21,DJI Mavic Air 2,448.95,PayPal,0,1,Aerial Photography,3,"For the price of 448.95, the DJI Mavic Air 2 offers satisfying performance. It's exceptional for Aerial Photography.",477,0,1
2161,CUST2162,2023-06-20,Parrot Anafi USA,1687.46,Credit Card,2,1,Recreation,4,I couldn't be happier with the Parrot Anafi USA. It's reliable and exceptional for Recreation.,235,1,5
2162,CUST2163,2022-11-02,DJI Air 2S,1795.12,PayPal,2,0,Aerial Photography,4,I'm truly impressed with the DJI Air 2S. It's satisfying and perfect for Aerial Photography.,465,0,3
2163,CUST2164,2023-08-10,DJI Mini 2,2175.47,Debit Card,1,0,Aerial Photography,4,I couldn't be happier with the DJI Mini 2. It's reliable and perfect for Aerial Photography.,184,1,3
2164,CUST2165,2023-04-25,Parrot Anafi USA,1676.45,Debit Card,0,0,Recreation,3,The Parrot Anafi USA is satisfying and exceeded my expectations. It's amazing for Recreation.,291,1,1
2165,CUST2166,2023-05-17,Skydio X2,1093.68,PayPal,1,0,Aerial Photography,3,"For the price of 1093.68, the Skydio X2 offers reliable performance. It's exceptional for Aerial Photography.",269,0,3
2166,CUST2167,2023-03-12,DJI Mini 2,392.93,PayPal,0,0,Aerial Photography,5,"For the price of 392.93, the DJI Mini 2 offers impressive performance. It's amazing for Aerial Photography.",335,1,1
2167,CUST2168,2023-03-01,Skydio X2,1268.37,Debit Card,0,2,Professional Use,4,"For the price of 1268.37, the Skydio X2 offers reliable performance. It's terrific for Professional Use.",346,0,2
2168,CUST2169,2023-01-30,DJI Mini 2,1702.05,Debit Card,2,1,Recreation,4,"For the price of 1702.05, the DJI Mini 2 offers satisfying performance. It's fantastic for Recreation.",376,1,5
2169,CUST2170,2023-04-19,Skydio X2,929.2,Debit Card,2,2,Aerial Photography,5,I'm truly impressed with the Skydio X2. It's reliable and fantastic for Aerial Photography.,297,0,5
2170,CUST2171,2022-11-01,DJI Mini 2,1325.98,Credit Card,0,0,Aerial Photography,5,I'm truly impressed with the DJI Mini 2. It's excellent and perfect for Aerial Photography.,466,1,1
2171,CUST2172,2023-01-31,Skydio 2,1343.19,Debit Card,0,0,Aerial Photography,4,I couldn't be happier with the Skydio 2. It's satisfying and fantastic for Aerial Photography.,375,1,1
2172,CUST2173,2023-05-30,Autel EVO Nano+,587.46,Debit Card,1,0,Recreation,4,"For the price of 587.46, the Autel EVO Nano+ offers excellent performance. It's terrific for Recreation.",256,0,3
2173,CUST2174,2023-02-16,Skydio X2,367.81,Debit Card,2,1,Professional Use,5,I couldn't be happier with the Skydio X2. It's impressive and exceptional for Professional Use.,359,0,5
2174,CUST2175,2023-07-16,Parrot Anafi USA,714.64,Debit Card,1,2,Recreation,5,I couldn't be happier with the Parrot Anafi USA. It's impressive and exceptional for Recreation.,209,1,2
2175,CUST2176,2023-03-27,Autel EVO Nano+,1597.67,Credit Card,1,1,Professional Use,4,"For the price of 1597.67, the Autel EVO Nano+ offers reliable performance. It's perfect for Professional Use.",320,0,4
2176,CUST2177,2023-06-17,Skydio X2,1716.57,Debit Card,1,2,Aerial Photography,4,"For the price of 1716.57, the Skydio X2 offers impressive performance. It's terrific for Aerial Photography.",238,0,2
2177,CUST2178,2023-05-20,Skydio 2,1440.59,Cash,2,2,Professional Use,4,"For the price of 1440.59, the Skydio 2 offers outstanding performance. It's amazing for Professional Use.",266,1,5
2178,CUST2179,2023-08-19,Autel EVO Lite+,662.25,Cash,0,2,Recreation,5,"For the price of 662.25, the Autel EVO Lite+ offers impressive performance. It's perfect for Recreation.",175,0,2
2179,CUST2180,2023-01-15,Autel EVO 2 Pro,308.56,Cash,1,1,Professional Use,4,I'm truly impressed with the Autel EVO 2 Pro. It's satisfying and terrific for Professional Use.,391,0,4
2180,CUST2181,2023-04-03,Parrot Anafi USA,2207.38,Cash,2,1,Professional Use,5,I'm truly impressed with the Parrot Anafi USA. It's impressive and amazing for Professional Use.,313,1,5
2181,CUST2182,2023-01-03,DJI Mavic Air 2,811.3,Debit Card,2,2,Aerial Photography,3,The DJI Mavic Air 2 is excellent and exceeded my expectations. It's exceptional for Aerial Photography.,403,0,5
2182,CUST2183,2023-08-31,Autel EVO 2 Pro,587.44,PayPal,0,2,Professional Use,1,"For the price of 587.44, the Autel EVO 2 Pro offers reliable performance. It's amazing for Professional Use.",163,0,2
2183,CUST2184,2022-12-11,Parrot Anafi USA,2069.01,PayPal,1,1,Professional Use,4,The Parrot Anafi USA is excellent and exceeded my expectations. It's terrific for Professional Use.,426,1,4
2184,CUST2185,2023-02-02,DJI Air 2S,770.17,Cash,1,0,Professional Use,4,"For the price of 770.17, the DJI Air 2S offers satisfying performance. It's terrific for Professional Use.",373,0,3
2185,CUST2186,2023-05-01,Autel EVO Lite+,747.11,Debit Card,1,0,Professional Use,4,"For the price of 747.11, the Autel EVO Lite+ offers excellent performance. It's perfect for Professional Use.",285,0,3
2186,CUST2187,2023-09-02,Skydio X2,452.93,Cash,1,1,Recreation,5,I couldn't be happier with the Skydio X2. It's excellent and perfect for Recreation.,161,0,4
2187,CUST2188,2023-08-06,Parrot Anafi USA,2182.06,Credit Card,2,1,Professional Use,5,"For the price of 2182.06, the Parrot Anafi USA offers satisfying performance. It's perfect for Professional Use.",188,1,5
2188,CUST2189,2023-03-11,Yuneec Typhoon H,1156.37,Debit Card,2,1,Recreation,4,I'm truly impressed with the Yuneec Typhoon H. It's satisfying and exceptional for Recreation.,336,0,5
2189,CUST2190,2023-01-24,Skydio 2,551.76,Cash,2,2,Recreation,4,I couldn't be happier with the Skydio 2. It's outstanding and perfect for Recreation.,382,1,5
2190,CUST2191,2023-07-25,DJI Air 2S,2331.08,PayPal,0,1,Aerial Photography,5,The DJI Air 2S is excellent and exceeded my expectations. It's perfect for Aerial Photography.,200,0,1
2191,CUST2192,2022-12-09,Autel EVO 2 Pro,1526.74,Credit Card,0,1,Professional Use,3,"For the price of 1526.74, the Autel EVO 2 Pro offers reliable performance. It's terrific for Professional Use.",428,0,1
2192,CUST2193,2023-03-03,Autel EVO 2 Pro,1511.75,Cash,1,2,Recreation,5,"For the price of 1511.75, the Autel EVO 2 Pro offers impressive performance. It's terrific for Recreation.",344,0,2
2193,CUST2194,2022-12-22,Parrot Anafi USA,1447.8,Cash,1,2,Aerial Photography,3,"For the price of 1447.8, the Parrot Anafi USA offers satisfying performance. It's exceptional for Aerial Photography.",415,1,2
2194,CUST2195,2023-03-07,Autel EVO Nano+,2475.9,Debit Card,2,1,Aerial Photography,1,I couldn't be happier with the Autel EVO Nano+. It's reliable and amazing for Aerial Photography.,340,0,5
2195,CUST2196,2023-08-18,Autel EVO 2 Pro,605.85,Debit Card,0,1,Professional Use,4,I couldn't be happier with the Autel EVO 2 Pro. It's satisfying and perfect for Professional Use.,176,0,1
2196,CUST2197,2023-01-12,Yuneec Typhoon H,567.88,Debit Card,0,0,Professional Use,4,"For the price of 567.88, the Yuneec Typhoon H offers outstanding performance. It's amazing for Professional Use.",394,0,1
2197,CUST2198,2023-03-12,Skydio 2,989.42,Credit Card,0,1,Recreation,1,"For the price of 989.42, the Skydio 2 offers reliable performance. It's amazing for Recreation.",335,1,1
2198,CUST2199,2022-11-24,Skydio X2,876.78,Credit Card,2,2,Professional Use,5,I'm truly impressed with the Skydio X2. It's impressive and terrific for Professional Use.,443,0,5
2199,CUST2200,2023-04-08,DJI Mini 2,344.77,Credit Card,1,1,Professional Use,5,"For the price of 344.77, the DJI Mini 2 offers satisfying performance. It's fantastic for Professional Use.",308,1,4
2200,CUST2201,2023-07-16,DJI Air 2S,711.18,Cash,2,2,Recreation,4,I couldn't be happier with the DJI Air 2S. It's reliable and fantastic for Recreation.,209,0,5
2201,CUST2202,2023-03-25,Autel EVO 2 Pro,1750.24,Cash,1,0,Professional Use,3,I'm truly impressed with the Autel EVO 2 Pro. It's excellent and terrific for Professional Use.,322,0,3
2202,CUST2203,2023-01-15,Autel EVO Lite+,1653.31,Cash,0,2,Aerial Photography,4,"For the price of 1653.31, the Autel EVO Lite+ offers impressive performance. It's terrific for Aerial Photography.",391,0,2
2203,CUST2204,2022-12-07,Skydio X2,2127.24,PayPal,1,1,Recreation,5,The Skydio X2 is outstanding and exceeded my expectations. It's amazing for Recreation.,430,0,4
2204,CUST2205,2023-07-15,DJI Mini 2,2187.88,Credit Card,1,2,Professional Use,5,"For the price of 2187.88, the DJI Mini 2 offers reliable performance. It's perfect for Professional Use.",210,1,2
2205,CUST2206,2023-06-16,Autel EVO 2 Pro,756.88,Credit Card,1,2,Aerial Photography,4,I'm truly impressed with the Autel EVO 2 Pro. It's satisfying and exceptional for Aerial Photography.,239,0,2
2206,CUST2207,2023-04-23,Skydio X2,935.2,Credit Card,2,0,Professional Use,5,The Skydio X2 is excellent and exceeded my expectations. It's perfect for Professional Use.,293,0,3
2207,CUST2208,2023-04-23,DJI Air 2S,1474.58,Credit Card,0,1,Aerial Photography,4,The DJI Air 2S is reliable and exceeded my expectations. It's exceptional for Aerial Photography.,293,0,1
2208,CUST2209,2023-08-26,Autel EVO 2 Pro,2101.97,Credit Card,1,2,Recreation,5,I'm truly impressed with the Autel EVO 2 Pro. It's reliable and perfect for Recreation.,168,0,2
2209,CUST2210,2023-01-02,Skydio X2,2485.03,PayPal,2,2,Recreation,3,The Skydio X2 is satisfying and exceeded my expectations. It's exceptional for Recreation.,404,0,5
2210,CUST2211,2023-04-01,Yuneec Typhoon H,884.89,PayPal,1,0,Aerial Photography,4,I'm truly impressed with the Yuneec Typhoon H. It's excellent and exceptional for Aerial Photography.,315,0,3
2211,CUST2212,2022-11-02,Skydio 2,1205.91,Cash,0,0,Aerial Photography,5,The Skydio 2 is impressive and exceeded my expectations. It's fantastic for Aerial Photography.,465,1,1
2212,CUST2213,2023-02-18,Skydio 2,1640.14,Cash,0,1,Professional Use,5,I'm truly impressed with the Skydio 2. It's impressive and amazing for Professional Use.,357,1,1
2213,CUST2214,2023-07-10,Parrot Anafi USA,2223.31,PayPal,2,2,Aerial Photography,4,I couldn't be happier with the Parrot Anafi USA. It's outstanding and perfect for Aerial Photography.,215,1,5
2214,CUST2215,2022-11-27,DJI Air 2S,837.04,Debit Card,0,2,Professional Use,4,"For the price of 837.04, the DJI Air 2S offers outstanding performance. It's exceptional for Professional Use.",440,0,2
2215,CUST2216,2022-10-07,DJI Air 2S,443.27,PayPal,0,0,Recreation,3,The DJI Air 2S is satisfying and exceeded my expectations. It's amazing for Recreation.,491,0,1
2216,CUST2217,2022-12-11,Parrot Anafi USA,1418.31,Cash,0,0,Professional Use,4,I couldn't be happier with the Parrot Anafi USA. It's impressive and terrific for Professional Use.,426,1,1
2217,CUST2218,2023-02-20,Skydio 2,975.64,Credit Card,1,0,Recreation,4,I'm truly impressed with the Skydio 2. It's impressive and exceptional for Recreation.,355,1,3
2218,CUST2219,2022-11-27,DJI Mini 2,533.85,Credit Card,1,2,Aerial Photography,5,"For the price of 533.85, the DJI Mini 2 offers impressive performance. It's exceptional for Aerial Photography.",440,1,2
2219,CUST2220,2023-01-19,Autel EVO Lite+,800.98,Credit Card,0,1,Recreation,5,I couldn't be happier with the Autel EVO Lite+. It's impressive and amazing for Recreation.,387,0,1
2220,CUST2221,2022-10-06,Autel EVO Lite+,2476.79,Cash,2,1,Aerial Photography,1,"For the price of 2476.79, the Autel EVO Lite+ offers reliable performance. It's amazing for Aerial Photography.",492,0,5
